Sort-Nr.;BCNr;Teiln. IBAN-Tool;PZ-Vali-dierung;BC-NR IID;Land-code;Postkonto Input;Postkonto Output;SWIFT;e-mail-Adresse Bemerkungen für Entwickler;Mutations-datum;Hauptsitz;BC-Art;Bank/Institut;SIC;euro-sic;Sprache;Kurzbez.;Domizil;Postadresse;PLZ;Ort;Telefon;Fax;Vorwahl
804;76140;1;0;761;CH;50-790-6;50-6-9;;;20040211;761;3;Aargauische Kantonalbank;1;3;1;AKB;;Postfach;5080;Laufenburg;062 874 42 62;062 874 42 60;
805;76140;1;0;761;CH;50-934-3;50-6-9;;;20040211;761;3;Aargauische Kantonalbank;1;3;1;AKB;;Postfach;4312;Magden;061 843 73 00;061 843 73 03;
806;76140;1;0;761;CH;50-1379-3;50-6-9;;;20040211;761;3;Aargauische Kantonalbank;1;3;1;AKB;;Postfach;4313;Möhlin;061 853 73 00;061 853 73 03;
807;76150;1;0;761;CH;30-38251-1;50-6-9;KBAGCH2256B;;20040213;761;2;Aargauische Kantonalbank;1;3;1;AKB;;Postfach;5610;Wohlen AG;056 619 95 11;056 622 14 38;
808;76150;1;0;761;CH;50-166-9;50-6-9;;;20040211;761;3;Aargauische Kantonalbank;1;3;1;AKB;;Postfach;5620;Bremgarten AG;056 648 28 88;056 648 28 99;
809;76150;1;0;761;CH;50-293-9;50-6-9;;;20040211;761;3;Aargauische Kantonalbank;1;3;1;AKB;;Postfach;5615;Fahrwangen;056 667 90 00;056 667 90 09;
810;76150;1;0;761;CH;50-405-8;50-6-9;;;20040212;761;3;Aargauische Kantonalbank;1;3;1;AKB;Seetalstrasse;Postfach;5630;Muri AG;056 675 80 80;056 675 80 88;
811;76150;1;0;761;CH;50-624-1;50-6-9;;;20040212;761;3;Aargauische Kantonalbank;1;3;1;AKB;;Postfach;8965;Mutschellen;056 648 24 24;056 648 24 20;
812;76150;1;0;761;CH;50-3090-0;50-6-9;;;20040212;761;3;Aargauische Kantonalbank;1;3;1;AKB;;Postfach;5643;Sins;041 789 71 11;041 789 71 10;
813;76150;1;0;761;CH;50-11126-7;50-6-9;;;;;;;;;;;;;;;;;
814;76160;1;0;761;CH;30-38210-9;50-6-9;KBAGCH2248A;;20040213;761;2;Aargauische Kantonalbank;1;3;1;AKB;;Postfach;4800;Zofingen;062 745 81 11;062 745 83 33;
815;76160;1;0;761;CH;50-679-7;50-6-9;;;20040212;761;3;Aargauische Kantonalbank;1;3;1;AKB;;Postfach;4665;Oftringen;062 789 00 89;062 789 00 88;
816;76160;1;0;761;CH;50-6103-2;50-6-9;;;20040212;761;3;Aargauische Kantonalbank;1;3;1;AKB;;Postfach;4852;Rothrist;062 785 60 85;062 785 60 88;
817;76160;1;0;761;CH;50-7060-9;50-6-9;;;20040212;761;3;Aargauische Kantonalbank;1;3;1;AKB;;Postfach 231;4805;Brittnau;062 745 88 44;062 745 88 55;
818;76170;1;0;761;CH;;50-6-9;;;20010726;761;2;Aargauische Kantonalbank;1;3;1;AKB;Hauptgasse 29;;4600;Olten;062 207 99 99;062 207 99 00;
819;763;1;0;763;CH;90-125-8;90-125-8;AIKACH21XXX;;20010519;763;1;Appenzeller  Kantonalbank;1;3;1;AIKB;;Postfach;9050;Appenzell;071 788 88 88;071 788 88 89;
820;763;1;0;763;CH;90-1470-2; 90-125-8;;;19970704;763;3;Appenzeller  Kantonalbank;1;3;1;AIKB;;Postfach;9054;Haslen AI;071 333 42 42;;
821;764;1;0;764;CH;65-433-5;65-433-5;BSCTCH22XXX;;20011220;764;1;Banca dello Stato del Cantone Ticino;1;0;3;BSCT;Viale H. Guisan 5;Casella postale;6501;Bellinzona;091 803 71 11;091 826 13 64;
822;76410;1;0;764;CH;69-45-6;65-433-5;BSCTCH22LUG;;20011220;764;2;Banca dello Stato del Cantone Ticino;1;0;3;BSCT;Via Pioda 7;Casella postale;6901;Lugano;091 803 36 11;091 923 82 27;
823;76411;1;0;764;CH;69-1691-7;65-433-5;;;20011220;764;2;Banca dello Stato del Cantone Ticino;1;0;3;BSCT;Molino Nuovo;Casella postale;6900;Lugano;091 803 35 11;091 971 46 83;
824;76412;1;0;764;CH;69-1113-4;65-433-5;;;20011220;764;2;Banca dello Stato del Cantone Ticino;1;0;3;BSCT;Via Pietro Fontana;Casella postale;6950;Tesserete;091 943 53 33;091 943 12 75;
825;76420;1;0;764;CH;65-475-3;65-433-5;BSCTCH22LOC;;20011220;764;2;Banca dello Stato del Cantone Ticino;1;0;3;BSCT;Via Trevani;Casella postale;6601;Locarno;091 759 70 11;091 751 69 78;
826;76420;1;0;764;CH; 65-475-3; 65-433-5;;;19990424;764;3;Banca dello Stato del Cantone Ticino;1;0;3;BSCT;;Casella postale;6614;Brissago;091 793 16 61;091 793 40 03;
827;76430;1;0;764;CH;69-777-3;65-433-5;BSCTCH22CHI;;20011220;764;2;Banca dello Stato del Cantone Ticino;1;0;3;BSCT;Corso San Gottardo 4;Casella postale;6830;Chiasso 1;091 695 39 11;091 682 30 48;
828;76440;1;0;764;CH;69-570-1;65-433-5;;;20011220;764;2;Banca dello Stato del Cantone Ticino;1;0;3;BSCT;Corso Bello 3;Casella postale;6850;Mendrisio;091 646 15 85;091 646 43 06;
829;76450;1;0;764;CH;65-214-6;65-433-5;;;20011220;764;2;Banca dello Stato del Cantone Ticino;1;0;3;BSCT;Via Pini 2;Casella postale;6710;Biasca;091 862 19 22;091 862 43 31;
830;76460;1;0;764;CH;65-348-4;65-433-5;;;20011220;764;2;Banca dello Stato del Cantone Ticino;1;0;3;BSCT;Viale Papio 5;Casella postale;6612;Ascona;091 791 49 12;091 791 65 86;
831;76470;1;0;764;CH;69-1937-0;65-433-5;;;20011220;764;2;Banca dello Stato del Cantone Ticino;1;0;3;BSCT;Via Cantonale;Casella postale;6982;Agno;091 604 52 25;091 605 34 41;
832;765;1;1;765;CH;19-81-6;19-81-6;BCVSCH2LXXX;;20050922;765;1;Banque Cantonale du Valais;1;1;2;BCVS;;Case postale 222;1951;Sion/Sitten;027 324 61 11;027 324 66 66;
833;76511;1;;;;;;;;20000426;765;2;Walliser Kantonalbank;1;0;1;WKB;;Postfach;3900;Brig/Brigue;027 922 28 11;027 922 28 10;
834;76511;1;;;;19-103-1;;;;20000426;765;3;Walliser Kantonalbank;1;0;1;WKB;;Postfach;3904;Naters;027 922 28 88;027 922 28 80;
835;76512;1;;;;19-114-3;;;;20000426;765;2;Banque Cantonale du Valais;1;0;2;BCVS;;Postfach;3930;Visp/Viège;027 948 80 00;027 948 80 01;
836;76513;1;;;;19-249-5;;;;20000426;765;2;Banque Cantonale du Valais;1;0;2;BCVS;;Case postale;3960;Sierre/Siders;027 452 44 00;027 452 44 01;
837;76514;1;;;;19-26-8;;;;20000426;765;2;Banque Cantonale du Valais;1;0;2;BCVS;;Case postale;1920;Martigny 1;027 720 51 00;027 720 51 15;
838;76515;1;;;;19-285-4;;;;20060311;765;2;Banque Cantonale du Valais;1;0;2;BCVS;;Case postale;1890;St-Maurice;024 485 55 00;024 485 18 30;
839;76516;1;;;;19-101-5;;;;20000426;765;2;Banque Cantonale du Valais;1;0;2;BCVS;;Case postale;1870;Monthey;024 473 77 00;027 473 77 01;
840;76517;1;;;;19-963-0;;;;20031018;765;2;Banque Cantonale du Valais;1;0;2;BCVS;;Case postale;3963;Montana;027 486 10 00;027 486 10 01;
841;76518;1;;;;19-833-3;;;;20000426;765;2;Banque Cantonale du Valais;1;0;2;BCVS;;Case postale;3963;Crans-sur-Sierre;027 481 55 66;027 481 91 41;
842;76519;1;;;;19-527-6;;;;20000426;765;2;Banque Cantonale du Valais;1;0;2;BCVS;;Case postale;1874;Champéry;024 479 12 56;024 479 21 75;
843;76520;1;;;;19-1783-3;;;;20000426;765;2;Walliser Kantonalbank;1;0;1;WKB;;Postfach;3920;Zermatt;027 967 11 55;027 967 49 46;
844;76521;1;;;;19-1272-9;;;;20000426;765;2;Walliser Kantonalbank;1;0;1;WKB;;Postfach;3906;Saas Fee;027 957 16 12;027 957 17 44;
845;76522;1;;;;19-572-0;;;;20000426;765;2;Banque Cantonale du Valais;1;0;2;BCVS;;Case postale;1907;Saxon;027 744 11 53;027 744 26 12;
846;76523;1;;;;19-395-3;;;;20000426;765;2;Banque Cantonale du Valais;1;0;2;BCVS;;Case postale;1936;Verbier;027 771 61 61;027 771 40 04;
847;76524;1;;;;19-311-3;;;;20000426;765;2;Banque Cantonale du Valais;1;0;2;BCVS;;Case postale;1972;Anzère;027 398 53 33;027 398 45 89;
848;76526;1;;;;19-8524-0;;;;20000426;765;2;Walliser Kantonalbank;1;0;1;WKB;Leuk;Postfach;3952;Susten;027 473 33 33;027 473 35 05;
849;76526;1;;;;;;;;20000426;765;3;Walliser Kantonalbank;1;0;1;WKB;;Postfach;3945;Gampel;027 932 36 36;027 932 38 78;
850;766;1;0;766;CH;20-136-4;20-136-4;BCNNCH22XXX;;20001117;766;1;Banque Cantonale Neuchâteloise;1;1;2;BCNeuchâteloise;;Case postale 275;2001;Neuchâtel;032 723 61 11;;
851;766;1;0;766;CH; 20-136-4;;BCNNCH22XXX;;20030418;766;3;Banque Cantonale Neuchâteloise;1;1;2;BCNeuchâteloise;;Case postale;2416;Brenets, Les;032 932 11 29;;
852;767;1;1;767;CH;10-725-4;10-725-4;BCVLCH2LXXX;;20041222;767;1;Banque Cantonale Vaudoise;1;1;2;BCV;St-François;Case postale 300;1001;Lausanne;021 212 12 12;;
853;767;1;1;767;CH;10-432-4; 10-725-4;;;20000421;767;3;Banque Cantonale Vaudoise;1;1;2;BCV;Athénée;Case postale;1003;Lausanne;021 351 38 00;;
854;767;1;1;767;CH;10-856-0; 10-725-4;;;20000421;767;3;Banque Cantonale Vaudoise;1;1;2;BCV;Bergières;Case postale;1004;Lausanne;021 644 38 60;;
855;767;1;1;767;CH;30-38180-5; 10-725-4;;;20000421;767;3;Banque Cantonale Vaudoise;1;1;2;BCV;Chauderon;Case postale 77;1000;Lausanne 9;021 212 12 12;;
856;76711;1;1;767;CH;10-87-3; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;Bel-Air;Case postale;1002;Lausanne;021 212 12 12;;
857;76712;1;1;767;CH;10-1105-6; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1860;Aigle;024 468 31 11;;
858;76713;1;1;767;CH;10-405-4; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1170;Aubonne;021 821 40 40;;
859;76714;1;1;767;CH;10-895-6; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1580;Avenches;026 676 94 76;;
860;76715;1;1;767;CH;10-923-5; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1880;Bex;024 463 05 00;;
861;76716;1;1;767;CH;10-17590-4; 10-725-4;;;20020928;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1660;Château-d'Oex;026 924 24 44;;
862;76717;1;1;767;CH;10-311-1; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1304;Cossonay-Ville;021 863 13 70;;
863;76718;1;1;767;CH;10-1021-7; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1096;Cully;021 799 91 50;021 799 91 69;
864;76719;1;1;767;CH;10-1129-6; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1040;Echallens;021 886 33 33;;
865;76720;1;1;767;CH;10-1002-0; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1422;Grandson;024 447 00 30;;
866;76721;1;1;767;CH;10-1146-3; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1095;Lutry;021 796 75 55;;
867;76722;1;1;767;CH;10-914-7; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1820;Montreux 1;021 962 42 42;;
868;76723;1;1;767;CH;10-940-6; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1110;Morges 1;021 804 05 55;;
869;76724;1;1;767;CH;10-983-7; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1510;Moudon;021 905 93 00;;
870;76725;1;1;767;CH;12-300-5; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1260;Nyon;022 365 74 00;;
871;76726;1;1;767;CH;10-192-0; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1350;Orbe;024 442 82 40;;
872;76727;1;1;767;CH;10-539-2; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1610;Oron-la-Ville;021 908 06 30;;
873;76728;1;1;767;CH;10-1126-5; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale 64;1530;Payerne;026 661 72 00;;
874;76729;1;1;767;CH;10-1132-9; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1020;Renens VD;021 636 30 90;;
875;76730;1;1;767;CH;10-1123-3; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1180;Rolle;021 822 08 22;;
876;76731;1;1;767;CH;10-285-7; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1450;Ste-Croix;024 455 43 00;;
877;76732;1;1;767;CH;10-712-7; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1347;Sentier, Le;021 845 15 70;;
878;76733;1;1;767;CH;10-644-7; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1337;Vallorbe;021 843 91 50;;
879;76734;1;1;767;CH;18-600-3; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1800;Vevey 1;021 925 85 85;;
880;76734;1;1;767;CH;18-1225-3; 10-725-4;;;20000421;767;3;Banque Cantonale Vaudoise;1;1;2;BCV;Nestlé;Case postale;1800;Vevey 1;021 925 85 85;;
881;76735;1;1;767;CH;10-944-3; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1401;Yverdon-les-Bains;024 423 85 11;;
882;76736;1;1;767;CH;18-2620-3; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1814;Tour-de-Peilz, La;021 944 97 71;;
883;76737;1;1;767;CH;10-18727-8; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1844;Villeneuve VD;021 967 31 50;;
884;76738;1;1;767;CH;10-19176-6; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1008;Prilly;021 621 71 11;;
885;76739;1;1;767;CH;; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;Place de la Gare;Case postale;1000;Lausanne;021 212 33 82;;
886;76740;1;1;767;CH;10-990-0; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1854;Leysin;024 493 22 30;;
887;76741;1;1;767;CH;10-4353-9; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1884;Villars-sur-Ollon;024 469 37 80;;
888;76742;1;1;767;CH;10-19217-6; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1815;Clarens;021 989 44 50;;
889;76743;1;1;767;CH;12-7117-0; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1196;Gland;022 364 24 22;;
890;76744;1;1;767;CH;10-8007-0; 10-725-4;;;20050115;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1009;Pully;021 721 78 74;;
891;76745;1;1;767;CH;10-6051-4; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1033;Cheseaux-sur-Lausanne;021 731 92 44;;
892;76746;1;1;767;CH;10-23816-0; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;Chailly;Case postale;1000;Lausanne 12;021 651 37 70;;
893;76747;1;1;767;CH;10-155-8; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;La Sallaz;Case postale;1010;Lausanne 10;021 654 37 40;;
894;76748;1;1;767;CH;10-11072-5; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1865;Diablerets, Les;024 492 09 80;;
895;76749;1;1;767;CH;10-744-1; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;Ouchy;Case postale;1000;Lausanne 6;021 614 38 30;;
896;76750;1;1;767;CH;10-1780-3; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1030;Bussigny-près-Lausanne;021 706 22 22;;
897;76751;1;1;767;CH;10-3352-7; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;Pontaise;Case postale;1018;Lausanne 18;021 644 38 80;;
898;76752;1;1;767;CH;10-2603-0; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1305;Penthalaz;021 861 26 56;;
899;76753;1;1;767;CH;12-1765-5; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1296;Coppet;022 960 96 44;;
900;76754;1;1;767;CH;10-12298-9; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1023;Crissier;021 633 07 50;;
901;76755;1;1;767;CH;10-26167-3; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;Bellevaux;Case postale;1000;Lausanne 8;021 644 37 20;;
902;76756;1;1;767;CH;10-2236-5; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1522;Lucens;021 906 10 10;;
903;76758;1;1;767;CH;10-21082-6; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1373;Chavornay;024 442 93 30;;
904;76761;1;1;767;CH;18-95-1; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1807;Blonay;021 943 05 40;;
905;76762;1;1;767;CH;10-30483-6; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1071;Chexbres;021 946 07 40;;
906;76763;1;1;767;CH;10-24844-9; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;Cour;Case postale;1000;Lausanne 3;021 614 38 10;;
907;76764;1;1;767;CH;10-16137-5; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1073;Savigny;021 781 25 31;;
908;76765;1;1;767;CH;12-4988-0; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;Route de Divonne;Case postale;1260;Nyon;022 362 23 21;;
909;76766;1;1;767;CH;; 10-725-4;;;20020323;767;2;Banque Cantonale Vaudoise;1;1;2;BCV;;Case postale;1066;Epalinges;021 651 37 00;;
910;768;1;0;768;CH;17-49-3;17-49-3;BEFRCH22XXX;;20060225;768;1;Banque Cantonale de Fribourg;1;1;2;BCF;Bd de Pérolles 1;Case postale 151;1701;Fribourg;0848 223 223;026 350 77 09;
911;76822;1;0;768;CH;; 17-49-3;;;20030801;768;2;Banque Cantonale de Fribourg;1;1;2;BCF;Rue de Romont;Case postale;1701;Fribourg;0848 223 223;026 347 38 39;
912;76823;1;0;768;CH;17-520-2; 17-49-3;;;20030726;768;2;Banque Cantonale de Fribourg;1;1;2;BCF;;Case postale;1630;Bulle;0848 223 223;026 919 24 99;
913;76824;1;0;768;CH;18-100-9; 17-49-3;;;20030801;768;2;Banque Cantonale de Fribourg;1;1;2;BCF;;Case postale;1618;Châtel-St-Denis;0848 223 223;021 948 91 50;
914;76825;1;0;768;CH;17-4499-2; 17-49-3;;;20030801;768;2;Freiburger Kantonalbank;1;1;1;FR;;Postfach;3210;Kerzers;0848 352 352;031 755 66 08;
915;76826;1;0;768;CH;17-768-7; 17-49-3;;;20030801;768;2;Banque Cantonale de Fribourg;1;1;2;BCF;;Case postale;1564;Domdidier;0848 223 223;026 676 92 99;
916;76827;1;0;768;CH;17-432-8; 17-49-3;;;20030801;768;2;Banque Cantonale de Fribourg;1;1;2;BCF;;Case postale;1470;Estavayer-le-Lac;0848 223 223;026 663 96 99;
917;76828;1;0;768;CH;17-127-6; 17-49-3;;;20030801;768;2;Banque Cantonale de Fribourg;1;1;2;BCF;;Case postale;1726;Farvagny-le-Grand;0848 223 223;026 411 36 41;
918;76829;1;0;768;CH;17-70-8; 17-49-3;;;20030801;768;2;Freiburger Kantonalbank;1;1;1;FR;;Postfach;3280;Murten/Morat;0848 352 352;026 672 85 98;
919;76830;1;0;768;CH;17-578-5; 17-49-3;;;20030801;768;2;Banque Cantonale de Fribourg;1;1;2;BCF;;Case postale;1680;Romont FR;0848 223 223;026 662 41 66;
920;76831;1;0;768;CH;17-929-5; 17-49-3;;;20030801;768;2;Freiburger Kantonalbank;1;1;1;FR;;Postfach;1712;Tafers/Tavel;0848 352 352;026 494 31 14;
921;76832;1;0;768;CH;17-3601-1; 17-49-3;;;20030801;768;2;Freiburger Kantonalbank;1;1;1;FR;Guin;Postfach;3186;Düdingen;0848 352 352;026 492 95 99;
922;76833;1;0;768;CH;; 17-49-3;;;20030801;768;2;Banque Cantonale de Fribourg;1;1;2;BCF;Bourg;Case postale;1702;Fribourg;0848 223 223;026 322 28 46;
923;76834;1;0;768;CH;18-201-2; 17-49-3;;;20030801;768;2;Banque Cantonale de Fribourg;1;1;2;BCF;;Case postale;1616;Attalens;0848 223 223;021 947 46 00;
924;76835;1;0;768;CH;; 17-49-3;;;20030801;768;2;Banque Cantonale de Fribourg;1;1;2;BCF;;Case postale;1784;Courtepin;0848 223 223;026 684 85 89;
925;76836;1;0;768;CH;17-275-7; 17-49-3;;;20030731;768;2;Freiburger Kantonalbank;1;1;1;FR;;Postfach;3175;Flamatt;0848 352 352;031 741 32 29;
926;76837;1;0;768;CH;; 17-49-3;;;20030731;768;2;Banque Cantonale de Fribourg;1;1;2;BCF;;Case postale;1754;Avry-sur-Matran;0848 223 223;026 470 25 74;
927;76838;1;0;768;CH;; 17-49-3;;;20030801;768;2;Banque Cantonale de Fribourg;1;1;2;BCF;Schönberg;Case postale;1707;Fribourg;0848 223 223;026 484 84 89;
928;76839;1;0;768;CH;; 17-49-3;;;20030801;768;2;Banque Cantonale de Fribourg;1;1;2;BCF;Hôpital Cantonal;Case postale;1708;Fribourg;0848 223 223;026 424 20 54;
929;76840;1;0;768;CH;; 17-49-3;;;20030801;768;2;Banque Cantonale de Fribourg;1;1;2;BCF;;Case postale;1731;Ependes FR;0848 223 223;026 413 38 86;
930;76841;1;0;768;CH;; 17-49-3;;;20030801;768;2;Banque Cantonale de Fribourg;1;1;2;BCF;;Case postale;1637;Charmey (Gruyère);0848 223 223;026 927 25 44;
931;76842;1;0;768;CH;17-1143-5; 17-49-3;;;20030801;768;2;Banque Cantonale de Fribourg;1;1;2;BCF;;Postfach;1716;Plaffeien;0848 352 352;026 419 92 09;
932;76842;1;0;768;CH;30-38114-6; 17-49-3;;;20030801;768;2;Banque Cantonale de Fribourg;1;1;2;BCF;;Postfach;1716;Plaffeien;0848 352 352;026 419 92 09;
933;76843;1;0;768;CH;; 17-49-3;;;20030801;768;2;Banque Cantonale de Fribourg;1;1;2;BCF;;Case postale;1611;Crêt, Le;0848 223 223;026 918 55 30;
934;769;1;1;769;CH;40-44-0;40-44-0;BLKBCH22XXX;;20010714;769;1;Basellandschaftliche Kantonalbank;1;3;1;BLKB;;Postfach;4410;Liestal;061 925 94 94;;
935;76910;1;1;769;CH;40-7340-3; 40-44-0;BLKBCH2241D;;20010714;769;2;Basellandschaftliche Kantonalbank;1;3;1;BLKB;;Postfach;4123;Allschwil 1;061 925 94 94;;
936;76920;1;1;769;CH;40-1030-8; 40-44-0;BLKBCH2241N;;20030523;769;2;Basellandschaftliche Kantonalbank;1;3;1;BLKB;;Postfach;4144;Arlesheim;061 925 94 94;;
937;76930;1;1;769;CH;40-728-0; 40-44-0;BLKBCH2241A;;20030523;769;2;Basellandschaftliche Kantonalbank;1;3;1;BLKB;;Postfach;4102;Binningen 1;061 925 94 94;;
938;76940;1;1;769;CH;40-6930-6; 40-44-0;BLKBCH2241F;;20030523;769;2;Basellandschaftliche Kantonalbank;1;3;1;BLKB;;Postfach;4127;Birsfelden;061 925 94 94;;
939;76950;1;1;769;CH;40-729-1; 40-44-0;BLKBCH2244F;;20030523;769;2;Basellandschaftliche Kantonalbank;1;3;1;BLKB;;Postfach;4460;Gelterkinden;061 925 94 94;;
940;76960;1;1;769;CH;40-8740-8; 40-44-0;BLKBCH2241G;;20010714;769;2;Basellandschaftliche Kantonalbank;1;3;1;BLKB;;Postfach;4132;Muttenz 1;061 925 94 94;;
941;76970;1;1;769;CH;40-430-6; 40-44-0;BLKBCH2244E;;20010714;769;2;Basellandschaftliche Kantonalbank;1;3;1;BLKB;;Postfach;4450;Sissach;061 925 94 94;;
942;76980;1;1;769;CH;40-730-9; 40-44-0;BLKBCH2244D;;20030523;769;2;Basellandschaftliche Kantonalbank;1;3;1;BLKB;;Postfach;4436;Oberdorf;061 925 94 94;;
943;76990;1;1;769;CH;40-1349-7; 40-44-0;BLKBCH2242C;;20030523;769;2;Basellandschaftliche Kantonalbank;1;3;1;BLKB;;Postfach;4242;Laufen;061 925 94 94;;
944;76990;1;1;769;CH;40-783-6; 40-44-0;BLKBCH2242C;;20030523;769;2;Basellandschaftliche Kantonalbank;1;3;1;BLKB;;Postfach;4242;Laufen;061 925 94 94;;
945;770;1;0;770;CH;40-61-4;40-61-4;BKBBCHBBXXX;;19991118;770;1;Basler Kantonalbank;1;3;1;BS Kantonalbank;Spiegelgasse;Postfach 2255;4002;Basel;061 266 21 21;061 266 29 15;
946;773;1;0;773;CH;87-62-5;87-62-5;GLKBCH22XXX;;20040909;773;1;Glarner Kantonalbank;1;1;1;GL;;Postfach 365;8750;Glarus;0844 773 773;055 646 75 98;
947;774;1;1;774;CH;70-216-5;70-216-5;GRKBCH2270A;;19990608;774;1;Graubündner Kantonalbank;1;3;1;GRKB;;Postfach;7002;Chur;081 256 91 11;081 252 67 29;
948;777;1;1;777;CH;60-1-5;60-1-5;KBSZCH22XXX;;20050428;777;1;Schwyzer Kantonalbank;1;1;1;Schwyzer KB;Bahnhofstrasse 3;Postfach 263;6431;Schwyz;041 819 41 11;041 811 73 55;
949;77711;1;1;777;CH;60-2577-8; 60-1-5;KBSZCH2288L;;20010526;777;2;Schwyzer Kantonalbank;1;1;1;Schwyzer KB;Hauptstrasse 61;Postfach;8840;Einsiedeln;055 418 95 70;055 418 95 85;
950;77712;1;1;777;CH;80-2402-6; 60-1-5;KBSZCH2288M;;20010526;777;2;Schwyzer Kantonalbank;1;1;1;Schwyzer KB;Mittlere Bahnhofstrasse 5;Postfach;8853;Lachen SZ;055 451 04 50;055 451 04 65;
